County,State,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,BED_UTILIZATION
Washington,Rhode Island,100,79,8,0.68735909
Abbeville,South Carolina,25,25,6,0.31813699
Aiken,South Carolina,273,204,35,0.6338172
Anderson,South Carolina,461,269,25,0.59122843
Beaufort,South Carolina,197,167,12,0.48504636
Beaufort,South Carolina,109,104,12,0.62204432
Charleston,South Carolina,321,296,36,0.73025197
Charleston,South Carolina,201,189,11,0.52405596
Charleston,South Carolina,332,316,38,0.47138026
Charleston,South Carolina,130,130,12,0.28665963
Charleston,South Carolina,713,467,114,0.87441951
Cherokee,South Carolina,125,44,12,0.34324008
Chester,South Carolina,82,36,6,0.21394408
Chesterfield,South Carolina,59,48,6,0.55736303
Clarendon,South Carolina,81,49,6,0.41694158
Colleton,South Carolina,135,102,8,0.37281761
Darlington,South Carolina,116,116,12,0.33490789
Darlington,South Carolina,72,36,6,0.52138507
Dillon,South Carolina,79,72,6,0.29022071
Edgefield,South Carolina,25,25,4,0.52879119
Florence,South Carolina,310,354,37,0.38860989
Florence,South Carolina,48,26,5,0.26733404
Florence,South Carolina,517,461,81,0.74100178
Georgetown,South Carolina,131,131,10,0.33677715
Georgetown,South Carolina,124,124,8,0.5274713
Greenville,South Carolina,72,62,7,0.26650465
Spartanburg,South Carolina,48,48,4,0.55519408
Greenville,South Carolina,864,697,58,0.74962366
Greenville,South Carolina,245,245,33,0.69876754
Greenville,South Carolina,82,58,8,0.40477091
Greenville,South Carolina,43,39,6,0.3772392
Greenwood,South Carolina,358,290,20,0.48803967
Hampton,South Carolina,32,32,6,0.21934931
Horry,South Carolina,50,50,16,0.48118427
Horry,South Carolina,371,325,56,0.83411592
Horry,South Carolina,210,166,20,0.58078891
Jasper,South Carolina,41,41,4,0.52796525
Kershaw,South Carolina,119,101,10,0.39753154
Lancaster,South Carolina,211,166,20,0.2807624
Laurens,South Carolina,76,47,9,0.41777909
Lexington,South Carolina,508,481,39,0.69909149
Marion,South Carolina,124,94,10,0.20720023
Newberry,South Carolina,90,48,7,0.36894977
Oconee,South Carolina,169,133,21,0.40194404
Orangeburg,South Carolina,286,251,20,0.45324457
Pickens,South Carolina,55,42,4,0.16640574
Pickens,South Carolina,109,69,16,0.43851498
Richland,South Carolina,641,627,46,0.73870301
Richland,South Carolina,258,247,27,0.32390657
Richland,South Carolina,352,288,18,0.5376063
Richland,South Carolina,216,216,1,
Spartanburg,South Carolina,207,148,18,0.38898557
Spartanburg,South Carolina,540,644,19,0.71100694
Sumter,South Carolina,283,247,17,0.47971827
Union,South Carolina,85,43,6,0.15374324
Williamsburg,South Carolina,25,25,4,0.264
York,South Carolina,288,268,24,0.6635555
Beadle,South Dakota,25,25,6,0.55254793
Bon Homme,South Dakota,20,25,4,0.058410957
Brookings,South Dakota,49,49,9,0.22298016
Brown,South Dakota,109,49,6,0.67950797
Brule,South Dakota,25,25,4,0.19013698
Charles Mix,South Dakota,17,17,3,0.16776793
Charles Mix,South Dakota,20,20,3,0.12506849
Clay,South Dakota,25,25,4,0.23309588
Codington,South Dakota,81,81,8,0.26778284
Custer,South Dakota,11,11,2,0.328269
Davison,South Dakota,50,50,8,0.33726028
Ziebach,South Dakota,8,8,1,0.31164384
Edmunds,South Dakota,12,12,2,0.22123288
Fall River,South Dakota,25,25,4,0.26071233
Grant,South Dakota,25,25,4,0.15210959
Gregory,South Dakota,25,25,4,0.24953425
Hand,South Dakota,11,25,4,0.11452055
Hughes,South Dakota,50,50,6,0.22942466
Hutchinson,South Dakota,25,25,4,0.26597261
Jerauld,South Dakota,16,16,3,0.11130137
Kingsbury,South Dakota,6,6,1,0.1063927
Lake,South Dakota,22,22,4,0.43437111
Lawrence,South Dakota,18,18,2,0.4194825
Lawrence,South Dakota,44,27,3,0.31993911
Lincoln,South Dakota,53,53,9,0.44662702
Meade,South Dakota,25,25,3,0.54301369
Meade,South Dakota,54,54,0,
Minnehaha,South Dakota,514,455,29,0.69389766
Minnehaha,South Dakota,545,452,27,0.67550004
Minnehaha,South Dakota,40,40,1,
Minnehaha,South Dakota,33,33,5,0.25222147
Minnehaha,South Dakota,23,21,4,0.11063275
Moody,South Dakota,18,18,3,0.075494669
Pennington,South Dakota,6,6,1,0.060730595
Pennington,South Dakota,26,26,5,0.41085353
Pennington,South Dakota,417,370,38,0.59979266
Oglala Lakota,South Dakota,45,45,8,0.25534084
Spink,South Dakota,25,23,4,0.17569982
Todd,South Dakota,35,35,6,0.10559687
Tripp,South Dakota,25,25,4,0.30399999
Union,South Dakota,38,38,7,0.22638789
Walworth,South Dakota,25,25,4,0.25008219
Yankton,South Dakota,10,10,2,0.056666669
Yankton,South Dakota,99,75,10,0.33589041
Anderson,Tennessee,301,204,25,0.60432446
Bedford,Tennessee,60,44,8,0.20703611
Benton,Tennessee,25,25,4,0.14191781
Blount,Tennessee,304,193,8,0.69192988
Bradley,Tennessee,251,177,27,0.5997678
Campbell,Tennessee,54,34,4,0.090170525
Campbell,Tennessee,66,48,6,0.44937214
Cannon,Tennessee,60,30,5,0.21890411
Carroll,Tennessee,70,42,7,0.33313763
Carter,Tennessee,121,109,8,0.29526204
Cheatham,Tennessee,12,12,2,0.48127854
Claiborne,Tennessee,85,33,5,0.29450727
Cocke,Tennessee,74,32,5,0.62842464
Coffee,Tennessee,135,74,13,0.47611997
Coffee,Tennessee,25,49,9,0.18540676
Cumberland,Tennessee,189,73,12,0.68575716
Sevier,Tennessee,79,58,16,0.66787905
Davidson,Tennessee,541,340,88,0.77868104
Davidson,Tennessee,150,114,22,0.23482336
Davidson,Tennessee,1025,626,229,0.92522871
Davidson,Tennessee,233,233,45,0.80186439
Davidson,Tennessee,23,23,4,0.33924955
Davidson,Tennessee,126,103,20,0.4995079
Davidson,Tennessee,657,472,80,0.85844386
Davidson,Tennessee,683,395,37,0.62458527
Davidson,Tennessee,196,170,12,0.71157134
Davidson,Tennessee,238,238,1,
DeKalb,Tennessee,71,52,4,0.075079031
Dickson,Tennessee,157,91,6,0.59532511
Dyer,Tennessee,225,109,14,0.42067122
Franklin,Tennessee,152,131,10,0.22577055
Gibson,Tennessee,70,47,3,0.10947245
Giles,Tennessee,95,81,6,0.1972941
Greene,Tennessee,140,140,10,0.19624609
Greene,Tennessee,100,49,7,0.32328767
Hamblen,Tennessee,167,116,20,0.6019367
Hamilton,Tennessee,336,336,46,0.72729689
Hamilton,Tennessee,688,674,102,0.79093939
Hamilton,Tennessee,69,50,0,0.84389043
Hamilton,Tennessee,275,275,33,0.64106703
Hancock,Tennessee,10,10,2,0.18657534
Hardeman,Tennessee,51,25,4,0.055187166
Hardin,Tennessee,58,49,9,0.22834778
Hawkins,Tennessee,50,32,6,0.25188357
Henderson,Tennessee,45,36,6,0.078386605
Henry,Tennessee,142,56,11,0.46223092
Hickman,Tennessee,25,25,4,0.068273969
Houston,Tennessee,25,25,4,0.14739726
Jefferson,Tennessee,58,58,6,0.44591403
Johnson,Tennessee,2,2,1,0.089041099
Knox,Tennessee,307,354,30,0.75034344
Knox,Tennessee,517,280,45,0.76511741
Knox,Tennessee,581,632,59,0.71216094
Lauderdale,Tennessee,25,25,4,0.16613698
Lawrence,Tennessee,99,89,6,0.18953364
Lincoln,Tennessee,59,49,6,0.17483926
Loudon,Tennessee,50,30,5,0.87616438
McMinn,Tennessee,118,88,4,0.28602117
Macon,Tennessee,25,25,4,0.40021917
Madison,Tennessee,152,115,16,0.37079978
Madison,Tennessee,635,635,73,0.53482485
Marshall,Tennessee,25,25,4,0.074082188
Maury,Tennessee,255,265,41,0.53561723
Monroe,Tennessee,59,59,10,0.42790806
Montgomery,Tennessee,270,234,21,0.42929399
Obion,Tennessee,173,63,11,0.29088932
Overton,Tennessee,114,90,6,0.19966514
Perry,Tennessee,53,21,4,0.21578604
Putnam,Tennessee,247,211,38,0.70800495
Rhea,Tennessee,25,25,3,0.31660274
Roane,Tennessee,54,52,6,0.53508955
Robertson,Tennessee,109,109,8,0.23194671
Rutherford,Tennessee,286,285,68,0.74012697
Rutherford,Tennessee,109,109,10,0.47847179
Scott,Tennessee,25,25,4,0.17961644
Shelby,Tennessee,196,156,32,0.61336493
Shelby,Tennessee,631,288,14,0.7027027
Shelby,Tennessee,219,219,0,
Shelby,Tennessee,243,112,20,0.032656554
Shelby,Tennessee,706,642,59,0.73841184
Shelby,Tennessee,617,617,105,0.75333595
Smith,Tennessee,25,25,2,0.38432875
Sullivan,Tennessee,239,148,14,0.29144761
Sullivan,Tennessee,505,316,36,0.69456393
Sullivan,Tennessee,312,232,42,0.76397026
Sumner,Tennessee,155,126,18,0.55757773
Sumner,Tennessee,110,129,20,0.55365831
Tipton,Tennessee,100,47,8,0.11670067
Trousdale,Tennessee,25,23,4,0.11888029
Unicoi,Tennessee,48,10,3,0.38219178
Warren,Tennessee,125,100,8,0.12287671
Washington,Tennessee,501,445,56,0.71326154
Washington,Tennessee,114,114,1,
Washington,Tennessee,80,80,20,0.56921232
Wayne,Tennessee,80,30,5,0.24968037
Weakley,Tennessee,100,38,7,0.21079281
White,Tennessee,60,32,4,0.11712329
Williamson,Tennessee,185,185,28,0.46513143
Wilson,Tennessee,170,170,12,0.20161603
Anderson,Texas,156,150,10,0.42737365
Andrews,Texas,34,30,5,0.13105023
Angelina,Texas,266,172,24,0.62304848
Angelina,Texas,149,145,15,0.42101085
Atascosa,Texas,67,67,6,0.20204458
Austin,Texas,32,32,6,0.072431505
Bastrop,Texas,8,8,1,0.19315068
Baylor,Texas,25,27,5,0.18812786
Bee,Texas,69,40,8,0.33267123
Bell,Texas,574,608,70,0.74430591
Bell,Texas,170,148,10,0.31724185
Bell,Texas,177,177,1,
Bexar,Texas,268,268,3,
Bexar,Texas,22,22,4,0.11693649
Bexar,Texas,30,30,5,0.27114156
Bexar,Texas,325,185,18,0.44543502
Bexar,Texas,1034,606,64,0.76627332
Bexar,Texas,623,1457,151,0.47512341
Bexar,Texas,1013,1560,227,0.74873042
Bexar,Texas,20,20,4,0.29383561
Bexar,Texas,242,227,28,0.69143683
Bosque,Texas,25,25,4,0.33610958
Bowie,Texas,370,185,26,0.39487597
Bowie,Texas,354,354,40,0.44971752
Brazoria,Texas,154,80,8,0.40030822
Brazos,Texas,167,114,12,0.20126224
Brazos,Texas,235,209,20,0.71154225
Brazos,Texas,16,16,3,0.091780819
Brewster,Texas,25,25,3,0.29621917
Brown,Texas,188,63,12,0.38174844
Burleson,Texas,25,15,3,0.35926941
Burnet,Texas,25,25,4,0.29523286
Caldwell,Texas,24,23,4,0.30541989
Calhoun,Texas,25,25,6,0.38104111
Cameron,Texas,112,112,14,0.57338554
Cameron,Texas,214,214,18,0.5505057
Cameron,Texas,240,243,24,0.42660803
Cameron,Texas,578,378,40,0.561122
Camp,Texas,25,25,4,0.36065754
Castro,Texas,17,17,3,0.24770346
Chambers,Texas,14,14,2,0.062426616
Cherokee,Texas,25,23,4,0.45789161
Cherokee,Texas,72,35,6,0.29604653
Childress,Texas,39,37,7,0.16875231
Coleman,Texas,25,25,4,0.33523288
Collin,Texas,160,118,16,0.73840261
Collin,Texas,18,18,3,0.18660578
Collin,Texas,68,68,8,0.41305399
Collin,Texas,118,118,14,0.39229155
Collin,Texas,68,44,8,0.54912829
Collin,Texas,603,441,41,0.78620815
Collin,Texas,338,321,26,0.61662614
Collin,Texas,157,157,16,0.75981152
Collin,Texas,106,114,20,0.72424901
Collingsworth,Texas,13,13,2,0.17133825
Colorado,Texas,40,40,7,0.19246575
Comanche,Texas,25,25,4,0.29227397
Cooke,Texas,60,36,5,0.42404869
Hartley,Texas,21,21,4,0.26183954
Dallas,Texas,94,94,20,0.73908484
Dallas,Texas,314,317,32,0.56390822
Rockwall,Texas,176,121,14,0.61926866
Dallas,Texas,218,187,20,0.34907332
Dallas,Texas,202,202,24,0.39319137
Dallas,Texas,876,776,52,0.65293038
Dallas,Texas,292,292,3,
Dallas,Texas,59,53,9,0.4572241
Dallas,Texas,100,80,8,0.64462328
Dallas,Texas,20,20,4,0.20972602
Dallas,Texas,9,9,2,0.39421612
Dallas,Texas,293,204,14,0.57508731
Dallas,Texas,556,378,36,0.5854606
Dallas,Texas,459,459,72,0.80180264
Dallas,Texas,24,24,4,0.2313927
Dallas,Texas,155,119,12,0.23718199
Dallas,Texas,875,567,48,0.60073215
Collin,Texas,269,172,25,0.78644472
Dallas,Texas,914,824,128,0.73583257
Dallas,Texas,882,777,61,0.74132687
Dallas,Texas,70,70,8,0.76210594
Dallas,Texas,23,24,4,0.34132421
Dawson,Texas,21,22,4,0.1392279
Deaf Smith,Texas,42,32,5,0.16652398
Tarrant,Texas,22,22,4,0.30585304
Denton,Texas,208,185,29,0.68048871
Denton,Texas,255,196,20,0.58712608
Denton,Texas,216,89,16,0.51722336
Denton,Texas,186,138,12,0.51004565
DeWitt,Texas,49,44,8,0.18007472
Lavaca,Texas,23,25,3,0.24109589
Dimmit,Texas,25,25,4,0.2510685
Eastland,Texas,52,36,6,0.24733637
Ector,Texas,402,331,20,0.5701279
Ector,Texas,211,154,10,0.32385844
Ellis,Texas,60,60,6,0.10487671
Ellis,Texas,129,106,12,0.67154306
El Paso,Texas,316,287,64,0.64144152
El Paso,Texas,480,308,20,0.53194946
El Paso,Texas,354,290,50,0.69945121
El Paso,Texas,40,40,7,0.089178085
El Paso,Texas,283,234,23,0.40854701
El Paso,Texas,182,182,24,0.90686435
Erath,Texas,98,50,5,0.19375342
Falls,Texas,36,36,6,0.033105023
,,19,25,2,0.49687672
Fayette,Texas,65,38,7,0.26575342
Fisher,Texas,14,14,2,0.11330724
Floyd,Texas,25,25,4,0.12854795
Fort Bend,Texas,179,145,14,0.5259518
Fort Bend,Texas,6,6,1,0.3890411
Fort Bend,Texas,340,347,48,0.5872488
Fort Bend,Texas,168,158,18,0.30466476
Fort Bend,Texas,100,100,16,0.5069589
Freestone,Texas,37,37,6,0.074717753
Frio,Texas,22,24,4,0.1902968
Galveston,Texas,653,653,26,0.66084379
Gillespie,Texas,84,57,10,0.33189136
Gonzales,Texas,33,34,6,0.16446415
Gray,Texas,109,97,8,0.13037707
Grayson,Texas,333,329,52,0.75855494
Grayson,Texas,214,214,10,0.27989525
Gregg,Texas,425,328,33,0.4498561
Gregg,Texas,224,224,24,0.58473581
Grimes,Texas,25,18,3,0.32587519
Guadalupe,Texas,153,117,9,0.25598875
Hale,Texas,68,49,5,0.30763209
Hamilton,Texas,25,25,7,0.30156961
Hansford,Texas,14,14,2,0.18982388
Harris,Texas,15,16,3,0.21746576
Montgomery,Texas,419,528,42,0.70522517
Harris,Texas,349,349,2,
Harris,Texas,178,178,14,0.37682006
Harris,Texas,242,255,24,0.57518131
Harris,Texas,419,257,4,0.50063431
Harris,Texas,444,444,60,0.51358753
Harris,Texas,532,532,86,0.72192293
Harris,Texas,444,133,14,0.37268513
Harris,Texas,350,194,20,0.55167347
Harris,Texas,417,288,38,0.58779132
Harris,Texas,302,230,28,0.63945204
Harris,Texas,117,97,17,0.20441863
Harris,Texas,49,49,9,0.4157674
Montgomery,Texas,241,216,43,0.58193809
Harris,Texas,208,208,32,0.49935457
Harris,Texas,313,313,32,0.63506502
Harris,Texas,37,37,6,0.029692706
Harris,Texas,102,58,9,0.72418517
Harris,Texas,1403,956,37,0.6812833
Harris,Texas,230,190,24,0.75768828
Harris,Texas,341,236,24,0.73149544
Harris,Texas,670,670,56,0.89087301
Harris,Texas,1182,994,38,0.69980025
Harris,Texas,744,245,24,0.43329379
Harris,Texas,879,637,144,0.63883358
Harris,Texas,19,19,3,0.14821981
Harris,Texas,61,61,8,0.83314621
Montgomery,Texas,10,10,2,0.20986301
Harris,Texas,21,21,4,0.20378344
Harrison,Texas,149,149,42,0.53956157
Hays,Texas,170,157,10,0.19825496
Hays,Texas,154,142,32,0.63224
Hemphill,Texas,26,15,3,0.19415525
Henderson,Texas,127,127,10,0.35739401
Hidalgo,Texas,297,270,20,0.37170979
Hidalgo,Texas,227,186,16,0.4808661
Hidalgo,Texas,235,76,81,0.4484809
Hidalgo,Texas,320,320,40,0.5646404
Hidalgo,Texas,14,14,2,0.19119374
Hidalgo,Texas,235,235,58,0.76191503
Hill,Texas,25,25,4,0.10183127
Hockley,Texas,48,48,8,0.12060502
Hood,Texas,73,48,12,0.62534249
Hopkins,Texas,96,56,14,0.43395305
Howard,Texas,146,75,8,0.23006536
Hunt,Texas,167,131,16,0.60246783
Hutchinson,Texas,25,25,4,0.24164383
Jack,Texas,17,17,3,0.20016116
Jasper,Texas,59,40,6,0.11917808
Jefferson,Texas,363,370,25,0.46187338
Jefferson,Texas,204,185,24,0.39668271
Jefferson,Texas,425,370,39,0.49403924
Jim Wells,Texas,135,72,8,0.28744292
Johnson,Texas,137,92,7,0.25649196
Jones,Texas,45,7,1,0.71859097
Karnes,Texas,25,25,4,0.15967123
Kaufman,Texas,91,63,8,0.15851273
Kerr,Texas,124,84,12,0.34647751
Kleberg,Texas,96,50,10,0.53545207
Knox,Texas,25,28,5,0.039999999
Lamar,Texas,154,154,20,0.23914234
Lamb,Texas,75,42,7,0.052511416
Lampasas,Texas,25,25,4,0.34980822
Lavaca,Texas,25,25,4,0.19649315
Limestone,Texas,58,49,6,0.096785016
Limestone,Texas,20,20,3,0.2310959
Llano,Texas,27,25,4,0.05731507
Lubbock,Texas,123,92,7,0.083502084
Lubbock,Texas,381,380,48,0.71897352
Lubbock,Texas,73,73,15,0.33030587
Lubbock,Texas,494,476,138,0.68004024
Lubbock,Texas,93,93,5,0.69686258
McLennan,Texas,237,225,30,0.7173577
McLennan,Texas,236,212,12,0.67950374
Madison,Texas,25,15,3,0.59378994
Matagorda,Texas,58,46,6,0.32513401
Maverick,Texas,101,86,10,0.44813636
Medina,Texas,25,25,4,0.28909588
Midland,Texas,474,226,40,0.57012671
Midland,Texas,62,62,0,0.70592135
Mitchell,Texas,25,25,4,0.26268494
Montague,Texas,22,18,3,0.21765602
Montgomery,Texas,328,276,38,0.60610485
Montgomery,Texas,30,30,5,0.1486758
Moore,Texas,25,19,3,0.45392933
Nacogdoches,Texas,210,121,16,0.29924148
Nacogdoches,Texas,161,155,11,0.30964208
Navarro,Texas,162,49,9,0.32239306
Nolan,Texas,86,39,5,0.27053037
Nueces,Texas,787,484,52,0.76179665
Nueces,Texas,250,250,33,0.67959774
Nueces,Texas,189,162,20,0.46751225
Nueces,Texas,33,33,6,0.16488169
Palo Pinto,Texas,74,48,8,0.33744293
Panola,Texas,42,42,7,0.13881278
Parker,Texas,103,82,20,0.58583361
Pecos,Texas,25,25,4,0.20164384
Polk,Texas,66,52,8,0.32339305
Potter,Texas,445,354,62,0.68529528
Potter,Texas,385,347,51,0.53696263
Potter,Texas,19,1,0,0.26150686
Potter,Texas,55,55,1,
Reagan,Texas,7,7,1,0.088454008
Reeves,Texas,25,25,4,0.32241097
Rockwall,Texas,61,53,6,0.53553891
Runnels,Texas,25,15,3,0.09497717
Rusk,Texas,96,41,7,0.21009021
Scurry,Texas,25,25,4,0.26202738
Smith,Texas,20,20,4,0.70698631
Smith,Texas,104,104,14,0.069388829
Smith,Texas,481,433,138,0.64670819
Smith,Texas,424,425,59,0.73232508
Somervell,Texas,16,16,3,0.12773973
Starr,Texas,48,48,8,0.17071918
Stephens,Texas,40,14,2,0.20782779
Swisher,Texas,20,20,3,0.19191781
Tarrant,Texas,444,392,137,0.6014747
Tarrant,Texas,252,201,18,0.56038982
Tarrant,Texas,348,200,44,0.7718274
Tarrant,Texas,302,275,20,0.52604735
Tarrant,Texas,433,335,45,0.80530655
Tarrant,Texas,356,213,28,0.59041739
Tarrant,Texas,209,245,18,0.4471792
Tarrant,Texas,34,34,4,0.25535858
Tarrant,Texas,30,30,4,0.33652967
Tarrant,Texas,17,17,3,0.24641418
Tarrant,Texas,36,31,6,0.42068052
Tarrant,Texas,164,137,20,0.57564241
Tarrant,Texas,369,194,18,0.76425648
Tarrant,Texas,542,422,71,0.9308576
Tarrant,Texas,707,651,42,0.78697479
Tarrant,Texas,538,377,39,0.67093492
Tarrant,Texas,254,254,22,0.56959337
Taylor,Texas,231,196,20,0.30092257
Taylor,Texas,540,335,46,0.67509305
Terry,Texas,45,26,5,0.156902
Titus,Texas,174,49,8,0.54179478
Tom Green,Texas,333,352,17,0.51819736
Tom Green,Texas,171,131,12,0.30335668
Travis,Texas,371,350,70,0.65557575
Travis,Texas,524,430,83,0.60842472
Travis,Texas,19,21,5,0.12902805
Hays,Texas,28,28,5,0.056514237
Travis,Texas,117,106,16,0.40739208
Travis,Texas,8,8,1,0.21438356
Travis,Texas,379,350,24,0.74200368
Travis,Texas,334,334,30,0.8551628
Travis,Texas,23,23,4,0.23335318
Tyler,Texas,49,25,4,0.094356164
Upton,Texas,14,11,2,0.09016189
Uvalde,Texas,25,21,6,0.56973255
Val Verde,Texas,93,47,7,0.37161177
Victoria,Texas,219,206,21,0.45075288
Victoria,Texas,317,307,22,0.23104726
Walker,Texas,123,90,6,0.61086553
Ward,Texas,25,21,4,0.27214611
Washington,Texas,60,50,5,0.2219726
Webb,Texas,326,294,32,0.64619327
Webb,Texas,171,171,24,0.59146041
Wharton,Texas,49,26,4,0.28883034
Wheeler,Texas,16,16,3,0.097089045
Wichita,Texas,19,19,3,0.31045422
Wichita,Texas,41,41,7,0.22525893
Wichita,Texas,278,250,12,0.64843833
Wilbarger,Texas,28,28,8,0.27299413
Williamson,Texas,171,157,18,0.70875144
Williamson,Texas,25,25,4,0.24778081
Williamson,Texas,101,101,44,0.59847426
Williamson,Texas,149,119,26,0.78079891
Williamson,Texas,108,93,12,0.51394904
Wilson,Texas,44,44,4,0.17820673
Wise,Texas,99,49,21,0.65361071
Wood,Texas,25,23,4,0.27313876
Wood,Texas,25,25,4,0.36328766
Young,Texas,25,25,4,0.26071233
Beaver,Utah,49,25,4,0.65183562
Box Elder,Utah,25,16,3,0.13476028
Box Elder,Utah,49,40,7,0.17828767
Cache,Utah,146,113,14,0.32112983
Cache,Utah,22,22,4,0.13424657
Carbon,Utah,39,39,6,0.28879523
Davis,Utah,220,170,14,0.23464443
Davis,Utah,128,82,8,0.37734714
Duchesne,Utah,49,32,4,0.3195281
Garfield,Utah,36,15,3,0.24748859
Iron,Utah,48,48,6,0.26621005
Juab,Utah,25,25,4,0.40131506
Millard,Utah,18,18,3,0.10806697
Millard,Utah,19,7,3,1
Salt Lake,Utah,97,87,13,0.41943002
Salt Lake,Utah,340,289,44,0.7225008
Salt Lake,Utah,121,121,2,
Salt Lake,Utah,71,59,4,0.31699112
Salt Lake,Utah,294,233,18,0.59085673
Salt Lake,Utah,40,40,7,0.17753425
Salt Lake,Utah,171,171,46,0.27324334
Salt Lake,Utah,630,472,65,0.79305333
Salt Lake,Utah,508,478,40,0.66189605
Salt Lake,Utah,250,216,28,0.38348553
Salt Lake,Utah,158,100,20,0.21964383
San Juan,Utah,11,11,2,0.29688668
San Juan,Utah,25,21,1,0.10671885
Sanpete,Utah,18,18,3,0.23957382
Sanpete,Utah,25,25,4,0.34553424
Sevier,Utah,29,24,4,0.23276256
Summit,Utah,38,37,4,0.23465383
Tooele,Utah,44,36,4,0.2675038
Uintah,Utah,39,39,4,0.22374429
Utah,Utah,89,78,18,0.52820516
Utah,Utah,122,117,20,0.38292938
Utah,Utah,24,21,4,0.20052186
Utah,Utah,124,124,12,0.2276403
Utah,Utah,395,340,72,0.57421434
Wasatch,Utah,19,19,3,0.25277579
Washington,Utah,245,164,32,0.62777591
Weber,Utah,321,231,82,0.59915793
Weber,Utah,232,170,14,0.45650283
Addison,Vermont,45,25,4,0.59386301
Bennington,Vermont,99,78,10,0.40769231
Caledonia,Vermont,75,25,4,0.7100274
Chittenden,Vermont,562,422,66,0.74672192
Franklin,Vermont,70,53,9,0.36614111
Lamoille,Vermont,43,25,4,0.52339727
Orange,Vermont,52,25,2,0.5117808
Orleans,Vermont,49,25,5,0.60953426
Rutland,Vermont,188,124,13,0.71058327
Washington,Vermont,122,76,14,0.71839792
Windham,Vermont,61,47,8,0.31745848
Windham,Vermont,19,19,3,0.56596971
Windsor,Vermont,60,50,1,
Windsor,Vermont,35,25,4,0.78246576
Windsor,Vermont,69,25,4,0.62728769
Albemarle,Virginia,176,150,12,0.61515981
Alleghany,Virginia,205,95,10,0.15971161
Arlington,Virginia,394,305,32,0.79812258
Augusta,Virginia,238,209,8,0.4883922
Bath,Virginia,25,14,2,0.37123287
Buchanan,Virginia,134,49,12,0.29046687
Chesterfield,Virginia,292,292,78,0.66079772
Chesterfield,Virginia,130,130,16,0.77759749
Culpeper,Virginia,70,70,6,0.44994128
Dickenson,Virginia,25,2,1,0.11780822
Essex,Virginia,67,67,7,0.22020037
Fairfax County,Virginia,182,182,32,0.52679515
Fairfax County,Virginia,215,203,16,0.67900217
Fairfax County,Virginia,923,803,106,0.76153809
Fairfax County,Virginia,237,140,20,0.4235225
Fauquier,Virginia,97,97,8,0.43807372
Franklin County,Virginia,37,37,4,0.36512402
Giles,Virginia,25,25,4,0.48734248
Gloucester,Virginia,67,67,7,0.42277652
Halifax,Virginia,192,107,12,0.35995391
Hanover,Virginia,225,225,24,0.77390563
Henrico,Virginia,391,378,64,0.68450385
Henrico,Virginia,767,340,29,0.40794721
York,Virginia,145,139,16,0.61687195
James City,Virginia,40,40,7,0.87390572
Lancaster,Virginia,35,25,4,0.38235617
Loudoun,Virginia,167,145,23,0.76765233
Mecklenburg,Virginia,85,70,12,0.59584892
Montgomery,Virginia,146,92,10,0.38067302
Montgomery,Virginia,146,110,12,0.55594021
Accomack,Virginia,52,46,10,0.46158427
Nottoway,Virginia,180,180,32,0.57984781
Page,Virginia,25,25,4,0.36295891
Prince Edward,Virginia,116,86,8,0.45380694
Prince William,Virginia,183,147,16,0.75782311
Pulaski,Virginia,147,92,8,0.16334127
Roanoke County,Virginia,270,270,0,0.37541351
Russell,Virginia,78,48,5,0.31187215
Shenandoah,Virginia,25,25,4,0.57753426
Smyth,Virginia,44,30,4,0.37041095
Smyth,Virginia,109,109,0,0.72592688
Stafford,Virginia,100,90,4,0.46246576
Tazewell,Virginia,56,56,10,0.10484345
Tazewell,Virginia,151,151,12,0.20270343
Warren,Virginia,68,46,8,0.36795712
Washington,Virginia,116,115,14,0.63354379
Wise,Virginia,134,68,8,0.19057211
Wythe,Virginia,92,92,6,0.17096487
Alexandria,Virginia,318,334,40,0.49359363
Bedford County,Virginia,50,34,6,0.41007254
Charlottesville,Virginia,612,585,14,0.74831051
Chesapeake,Virginia,310,310,28,0.61443216
Danville,Virginia,250,295,34,0.49579754
Emporia,Virginia,80,70,7,0.11358121
Franklin City,Virginia,90,75,8,0.14743379
Fredericksburg,Virginia,451,421,28,0.69810301
Galax,Virginia,141,141,10,0.21064802
Hampton,Virginia,224,172,24,0.64660722
Hampton,Virginia,177,177,1,
Rockingham,Virginia,238,238,34,0.5856452
Hopewell,Virginia,147,107,17,0.36430675
Lexington,Virginia,25,25,4,0.46345204
Manassas,Virginia,130,94,11,0.59358788
Newport News,Virginia,576,410,24,0.73420602
Newport News,Virginia,123,115,10,0.46696845
Norfolk,Virginia,180,110,23,0.49048567
Norfolk,Virginia,525,471,60,0.79707247
Norfolk,Virginia,247,247,20,0.81267816
Norton,Virginia,129,63,11,0.33433354
Petersburg,Virginia,300,300,28,0.47905022
Portsmouth,Virginia,346,215,22,0.57038546
Richmond City,Virginia,811,715,113,0.84215611
Richmond City,Virginia,104,101,5,0.27475926
Richmond City,Virginia,273,273,3,
Roanoke City,Virginia,737,621,47,0.72041869
Salem,Virginia,506,330,24,0.65059358
Salem,Virginia,182,182,1,
Staunton,Virginia,84,84,0,0.9167971
Suffolk,Virginia,178,155,12,0.66812193
Virginia Beach,Virginia,273,227,22,0.78621095
