state,county,Elderly_pop,Percent_Elderly_pop,NON_WHITE,Percent_NON_White,NUM_ICU_BEDS,Num_ICU_BEDS_per_10000,lat,lon,percent_smokers,percent_adults_with_obesity,percent_uninsured,percent_adults_with_diabetes,percent_below_poverty,percent_rural,POP_DENSITY,POP_TOTAL,Positive_Cases,Deaths,Positive_Cases_Rate,Deaths_Rate,IECC_Climate_Zone,IECC_Moisture_Regime,BA_Climate_Zone,Cold,Hot_Dry,Hot_Humid,Marine,Mixed_Dry,Mixed_Humid,Subarctic,Very_Cold,Positive_Case_Rate_NORM,Death_Rate_NORM,cluster_3
California,San Diego,484452,14.51,820942,24.59,698,2.090865792,33.0341418,-116.73531,10.75317529,20.3,8.405128861,7.1,14,3.297049442,793.5860185,3338330,99662,1114,0.029853849,0.0003337,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.923080922,-0.739398148,3
California,San Francisco,141770,16.08,416263,47.22,404,4.582842247,37.7551299,-122.44088,10.32606238,18.4,5.007862113,6.8,12.5,0,18798.64519,881549,17631,165,0.020000023,0.000187171,3,C,Marine,0,0,0,1,0,0,0,0,-1.302026789,-0.917268266,3
California,San Joaquin,99781,13.09,258598,33.93,110,1.44328923,37.9347614,-121.27141,11.70616622,32.7,7.575605833,10.4,17.8,8.472857381,547.3665193,762148,30816,535,0.040433092,0.000701963,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.516237924,-0.292367309,3
California,San Luis Obispo,59051,20.86,31689,11.19,63,2.225275599,35.3870862,-120.40453,10.78329694,25.5,7.257626221,8,14.2,16.59638699,85.77439174,283111,7267,45,0.025668377,0.000158948,3,C,Marine,0,0,0,1,0,0,0,0,-1.084040444,-0.951526957,3
California,San Mateo,126877,16.55,310523,40.51,133,1.73499458,37.4228977,-122.32902,8.613357337,21.2,5.410081742,7.6,7.7,1.891012748,1709.121039,766573,16884,177,0.0220253,0.000230898,3,C,Marine,0,0,0,1,0,0,0,0,-1.224141277,-0.86418829,3
California,Santa Barbara,70125,15.71,65321,14.63,84,1.881303206,34.7248184,-120.02228,11.37731055,24.6,10.50855283,8.7,15.9,5.01751613,163.2449857,446499,12808,140,0.028685395,0.000313551,3,C,Marine,0,0,0,1,0,0,0,0,-0.968015852,-0.763857084,3
California,Santa Clara,268207,13.91,918575,47.65,445,2.308268477,37.2317948,-121.69514,8.269014013,19.4,5.101506713,7.6,9.3,1.083663272,1493.062869,1927852,44039,520,0.022843559,0.00026973,3,C,Marine,0,0,0,1,0,0,0,0,-1.19267372,-0.817050009,3
California,Santa Cruz,47217,17.28,35534,13.01,27,0.988239945,37.0561838,-122.00184,11.44083434,19,7.356680874,6.9,15.1,12.03931672,613.7370017,273213,5527,50,0.020229638,0.000183007,3,C,Marine,0,0,0,1,0,0,0,0,-1.293196549,-0.922321852,3
California,Shasta,38069,21.14,22312,12.39,96,5.330964016,40.7637178,-122.04051,13.96353504,23.8,7.098588762,11,17.5,29.28626646,47.69857749,180080,6375,58,0.035400933,0.000322079,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.709758259,-0.753504388,3
California,Sierra,963,32.05,222,7.39,0,0,39.5803293,-120.51602,11.80830717,24.7,7.844080847,6.9,11.3,99.72222222,3.152644928,3005,18,0,0.005990017,0,5,B,Cold,1,0,0,0,0,0,0,0,-1.840805703,-1.144472364,3
California,Siskiyou,11379,26.14,6159,14.15,8,1.837433106,41.5926446,-122.54038,14.06632602,31.8,8.639995065,13.4,22,65.82628062,6.934307777,43539,900,7,0.020671122,0.000160775,5,B,Cold,1,0,0,0,0,0,0,0,-1.276218492,-0.949309014,3
California,Solano,73156,16.34,180853,40.4,104,2.323279935,38.2699779,-121.93287,11.70507434,30.3,5.654073084,10.2,12.7,3.718452427,544.729063,447643,12538,91,0.028008927,0.000203287,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.994030588,-0.897704689,3
California,Sonoma,102323,20.7,65494,13.25,82,1.658790782,38.5282921,-122.88742,10.07567654,22.4,7.582444253,7.2,11.2,12.35352713,313.6945905,494336,14168,162,0.028660668,0.000327712,3,C,Marine,0,0,0,1,0,0,0,0,-0.968966754,-0.746666254,3
California,Stanislaus,73921,13.42,92162,16.74,123,2.233683217,37.5591401,-120.9977,12.78975107,30.5,6.956505139,11.4,18.2,7.980709608,368.0864352,550660,27615,458,0.050148912,0.000831729,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.142599312,-0.134846142,3
California,Sutter,15095,15.57,26476,27.3,2,0.206247229,39.034549,-121.69485,11.95215245,31.8,8.591568355,10.3,17.5,14.79780867,160.969636,96971,4574,31,0.047168741,0.000319683,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.257206923,-0.756412709,3
California,Tehama,12780,19.64,6347,9.75,11,1.690123533,40.1256314,-122.23407,14.25897379,27.9,7.817640917,9.9,21.5,51.48826876,22.06453201,65084,2102,30,0.032296724,0.000460943,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.829135951,-0.584939381,3
California,Trinity,3475,28.29,1598,13.01,4,3.256003256,40.6507069,-123.11265,14.700217,33.5,8.708938121,7.8,20.1,100,3.86409913,12285,200,1,0.016280016,8.14E-05,4,B,Mixed_Dry,0,0,0,0,1,0,0,0,-1.445086043,-1.045661769,3
California,Tulare,54291,11.65,55165,11.83,84,1.801821126,36.2201677,-118.8005,13.79971225,37.1,8.760704989,9.3,28.3,15.47993007,96.63372778,466195,24624,326,0.052819099,0.000699278,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.039912668,-0.29562684,2
California,Tuolumne,14709,27,5270,9.67,6,1.101362018,38.0275935,-119.95477,11.3430194,33.2,6.360839909,9.7,14.2,48.96595322,24.52936625,54478,1517,16,0.027846103,0.000293697,4,B,Mixed_Dry,0,0,0,0,1,0,0,0,-1.000292256,-0.787957615,3
California,Ventura,136705,16.16,134919,15.95,162,1.914880036,34.471595,-119.07824,10.56102179,20.7,9.258218913,9.3,10.6,3.124552117,459.0335498,846006,23897,197,0.028246845,0.000232859,3,C,Marine,0,0,0,1,0,0,0,0,-0.984881048,-0.861807741,3
California,Yolo,28508,12.93,57359,26.01,14,0.634920635,38.6866098,-121.90158,10.90657764,23.9,5.978518273,6.3,19.3,6.929583916,217.2895144,220500,5774,89,0.026185941,0.000403628,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-1.064136644,-0.654512972,3
California,Yuba,10270,13.05,17004,21.61,24,3.050795749,39.2690141,-121.35128,14.17914005,34.4,7.410219422,11.9,20.8,26.22271499,124.4672324,78668,2780,11,0.035338384,0.000139828,3,B,Hot_Dry,0,1,0,0,0,0,0,0,-0.712163682,-0.974736643,3
Colorado,Adams,55528,10.73,73893,14.28,232,4.483776267,39.8736348,-104.33778,16.32460543,27.8,11.02655117,7.7,12.9,3.620446419,443.2664343,517421,34248,409,0.066189814,0.000790459,5,B,Cold,1,0,0,0,0,0,0,0,0.474281214,-0.184943748,2
Colorado,Alamosa,2254,13.89,2024,12.47,6,3.696174459,37.5729414,-105.78838,17.28464256,24,13.19106163,6.4,31.4,36.86629977,22.46543467,16233,753,18,0.046386989,0.001108852,6,B,Cold,1,0,0,0,0,0,0,0,-0.287270531,0.201550356,2
Colorado,Arapahoe,88508,13.48,154515,23.53,148,2.254070272,39.6497071,-104.33836,13.26355247,22.1,8.525056112,7,10.7,1.575341388,822.8676894,656590,32137,499,0.048945308,0.000759987,5,B,Cold,1,0,0,0,0,0,0,0,-0.188885973,-0.221932895,3
Colorado,Archuleta,3834,27.33,1104,7.87,2,1.425618362,37.1935421,-107.0483,13.47607107,23.9,12.91539246,4.5,11.2,59.37603443,10.39116264,14029,383,0,0.027300592,0,6,B,Cold,1,0,0,0,0,0,0,0,-1.021270836,-1.144472364,3
Colorado,Baca,875,24.43,230,6.42,3,8.377548171,37.3191909,-102.56048,15.17142555,30.8,15.79558653,15.1,18,100,1.401570166,3581,145,0,0.040491483,0,4,B,Mixed_Dry,0,0,0,0,1,0,0,0,-0.513992394,-1.144472364,3
Colorado,Bent,1053,18.88,807,14.47,0,0,37.9551022,-103.07173,18.2172674,30,10.37110669,7.5,25.2,37.95968611,3.686383681,5577,578,2,0.10363995,0.000358616,5,B,Cold,1,0,0,0,0,0,0,0,1.914490674,-0.709152961,2
Colorado,Boulder,48358,14.82,32508,9.97,72,2.207261892,40.0926639,-105.35812,11.31844178,15.2,6.772989506,4.8,13.4,8.913082592,449.0956424,326196,12719,142,0.038991894,0.000435321,5,B,Cold,1,0,0,0,0,0,0,0,-0.571661648,-0.616041242,3
Colorado,Broomfield,10075,14.3,8594,12.2,4,0.567657702,39.9546152,-105.05278,11.62537796,19.6,4.778802538,6.8,5.9,0.583299039,2135.081846,70465,2374,56,0.033690485,0.000794721,5,B,Cold,1,0,0,0,0,0,0,0,-0.775536494,-0.179770218,3
Colorado,Chaffee,5298,26.03,1246,6.12,2,0.982511299,38.7470294,-106.19414,13.48887293,15.6,10.17303103,7,9.6,37.41366725,20.08667828,20356,788,22,0.038710945,0.001080762,6,B,Cold,1,0,0,0,0,0,0,0,-0.582466036,0.167452348,3
Colorado,Cheyenne,385,21.03,109,5.95,2,10.9229929,38.8279541,-102.60352,14.00002554,23.8,14.8981026,12.3,11.3,100,1.029649289,1831,82,3,0.044784271,0.001638449,5,B,Cold,1,0,0,0,0,0,0,0,-0.348905835,0.844421393,2
Colorado,Clear Creek,2070,21.34,566,5.84,0,0,39.6891861,-105.64441,12.48321672,22.2,5.510577174,6.7,7.4,100,24.54475156,9700,224,2,0.023092784,0.000206186,7,B,Very_Cold,0,0,0,0,0,0,0,1,-1.183089345,-0.894186146,3
Colorado,Conejos,1633,19.9,686,8.36,3,3.65630713,37.2007193,-106.19162,15.55417496,26.1,10.73970907,8.2,22.1,100,6.373173748,8205,235,3,0.028641073,0.000365631,6,B,Cold,1,0,0,0,0,0,0,0,-0.969720334,-0.700637572,3
Colorado,Costilla,1047,26.94,470,12.09,0,0,37.2781304,-105.42825,17.10449684,27.9,14.85628966,13.7,30.4,100,3.166359169,3887,105,2,0.027013121,0.000514536,6,B,Cold,1,0,0,0,0,0,0,0,-1.032326027,-0.519883655,3
Colorado,Crowley,850,14.02,1060,17.49,0,0,38.3265912,-103.78448,18.62909285,30.9,11.06094808,5.6,34.1,100,7.697247628,6061,1378,9,0.227355222,0.001484903,5,B,Cold,1,0,0,0,0,0,0,0,6.672174558,0.658034385,1
Colorado,Custer,1673,33.01,276,5.45,0,0,38.1086938,-105.36752,13.65819137,27.9,12.61006289,7.2,17.9,100,6.861393548,5068,109,0,0.021507498,0,6,B,Cold,1,0,0,0,0,0,0,0,-1.244054228,-1.144472364,3
Colorado,Delta,8352,26.8,1616,5.19,6,1.925421988,38.8613611,-107.86291,14.59928244,26.7,10.72303366,9.8,16.8,63.17200827,27.28515216,31162,954,14,0.03061421,0.000449265,5,B,Cold,1,0,0,0,0,0,0,0,-0.893839948,-0.599114743,3
Colorado,Denver,86835,11.94,138741,19.08,294,4.042843136,39.7615173,-104.87635,14.66450335,16.6,10.74199013,5.1,16.4,0,4742.653486,727211,41624,592,0.057237858,0.000814069,5,B,Cold,1,0,0,0,0,0,0,0,0.130018311,-0.156283532,2
Colorado,Dolores,538,26.18,132,6.42,0,0,37.7517118,-108.51739,15.27942802,20.7,11.70351105,5.7,19.3,100,1.925653991,2055,38,0,0.018491484,0,6,B,Cold,1,0,0,0,0,0,0,0,-1.360040236,-1.144472364,3
Colorado,Douglas,43602,12.42,36886,10.5,70,1.993427385,39.3297128,-104.92957,10.72398599,19.6,3.780185172,4.9,3.8,10.28742578,417.909507,351154,13225,139,0.037661539,0.000395838,5,B,Cold,1,0,0,0,0,0,0,0,-0.622822765,-0.66396964,3
Colorado,Eagle,6836,12.4,3057,5.55,5,0.906996572,39.6278518,-106.69538,12.54690235,12.9,12.24993318,2.4,8.1,19.98390712,32.72574553,55127,2752,12,0.049921091,0.000217679,6,B,Cold,1,0,0,0,0,0,0,0,-0.151360558,-0.880234189,3
Colorado,El Paso,95178,13.21,119976,16.65,130,1.804545511,38.8321098,-104.52547,14.26490991,22.3,7.610916447,6.6,11.3,8.934325197,338.7198777,720403,34093,406,0.0473249,0.000563573,5,B,Cold,1,0,0,0,0,0,0,0,-0.251201563,-0.460357235,3
Colorado,Elbert,4602,17.22,1525,5.71,0,0,39.2865835,-104.13596,12.73206469,28,7.790348649,6,5.1,100,14.44154084,26729,775,5,0.028994725,0.000187063,5,B,Cold,1,0,0,0,0,0,0,0,-0.956120025,-0.917399118,3
Colorado,Fremont,10594,22.15,4240,8.86,4,0.836137879,38.4729666,-105.43967,15.56983658,27.3,9.071946382,8.2,16.6,26.42021186,31.20447229,47839,3570,10,0.074625306,0.000209034,5,B,Cold,1,0,0,0,0,0,0,0,0.798682559,-0.890727897,2
Colorado,Garfield,8288,13.8,3612,6.01,8,1.331979155,39.5993216,-107.90409,13.7636287,23.4,13.8440385,4.4,11.1,24.10399191,20.37669698,60061,2762,14,0.04598658,0.000233096,5,B,Cold,1,0,0,0,0,0,0,0,-0.302668955,-0.861519463,3
Colorado,Gilpin,1112,17.81,404,6.47,0,0,39.8575685,-105.52253,12.74212884,27,4.343514478,5.3,7.1,100,41.64888131,6243,103,1,0.016498478,0.000160179,5,B,Cold,1,0,0,0,0,0,0,0,-1.43668471,-0.950032486,3
Colorado,Grand,2905,18.46,762,4.84,3,1.906698869,40.1026369,-106.11834,14.16864453,18.3,10.63897007,4.7,10.6,82.59785758,8.521260936,15734,507,5,0.032223211,0.000317783,7,B,Very_Cold,0,0,0,0,0,0,0,1,-0.831963033,-0.758719168,3
Colorado,Gunnison,2384,13.65,1070,6.13,3,1.718016264,38.6667748,-107.03163,14.97135057,16.6,10.48966268,2.4,15.4,58.60741321,5.390936761,17462,518,7,0.029664414,0.00040087,7,B,Very_Cold,0,0,0,0,0,0,0,1,-0.930365969,-0.657860459,3
Colorado,Hinsdale,258,31.46,56,6.83,0,0,37.8212908,-107.30031,12.89484273,24.4,10.52631579,5,11.2,100,0.733957873,820,11,0,0.013414634,0,7,B,Very_Cold,0,0,0,0,0,0,0,1,-1.555279249,-1.144472364,3
Colorado,Huerfano,2216,32.13,776,11.25,3,4.349717268,37.6846832,-104.96063,13.17363731,26.6,7.928331467,8.4,17.1,56.14662494,4.33492152,6897,225,11,0.03262288,0.001594896,5,B,Cold,1,0,0,0,0,0,0,0,-0.816593088,0.791553403,3
Colorado,Jackson,324,23.28,74,5.32,0,0,40.6664521,-106.3428,14.46295164,28,13.64485981,8.6,13.8,100,0.862600507,1392,22,0,0.015804598,0,7,B,Very_Cold,0,0,0,0,0,0,0,1,-1.463369083,-1.144472364,3
Colorado,Jefferson,98793,16.95,49421,8.48,104,1.784240694,39.5864201,-105.25054,12.32012547,20.6,6.750752532,5.8,8.1,6.896358198,762.7209968,582881,24779,538,0.04251125,0.000923001,5,B,Cold,1,0,0,0,0,0,0,0,-0.436318762,-0.024051853,3
Colorado,Kiowa,324,23.04,68,4.84,4,28.44950213,38.4326819,-102.74026,14.4157975,30.1,11.26082772,9.3,10.7,100,0.795335236,1406,47,0,0.033428165,0,5,B,Cold,1,0,0,0,0,0,0,0,-0.785624447,-1.144472364,3
Colorado,Kit Carson,1385,19.52,357,5.03,3,4.227138227,39.3054969,-102.60295,14.11919389,31.1,14.90595887,9.1,14.2,48.69407497,3.284400388,7097,368,8,0.051852896,0.001127237,5,B,Cold,1,0,0,0,0,0,0,0,-0.077069696,0.22386711,2
Colorado,La Plata,10249,18.23,6656,11.84,13,2.312303232,37.2865598,-107.84334,14.77847781,18.4,11.55457009,5.1,10.7,59.9485721,33.27117642,56221,1783,9,0.031714128,0.000160083,5,B,Cold,1,0,0,0,0,0,0,0,-0.851540686,-0.950150075,3
Colorado,Lake,1188,14.62,549,6.76,1,1.230466347,39.2024986,-106.34478,14.96963299,24.8,11.74496644,7.4,11.5,31.06703146,21.56166748,8127,346,0,0.042574136,0,7,B,Very_Cold,0,0,0,0,0,0,0,1,-0.433900394,-1.144472364,3
Colorado,Larimer,57774,16.19,26563,7.44,64,1.793224414,40.6663927,-105.46116,12.66767259,20.2,7.420933102,5,13.2,11.66038114,137.4707751,356899,12520,89,0.035079953,0.00024937,5,B,Cold,1,0,0,0,0,0,0,0,-0.72210211,-0.841764747,3
Colorado,Las Animas,3686,25.41,1446,9.97,4,2.757479664,37.3158,-104.03875,15.03614012,28.9,12.19878012,10.2,14.3,40.79447991,3.03921947,14506,352,3,0.024265821,0.000206811,4,B,Mixed_Dry,0,0,0,0,1,0,0,0,-1.137978166,-0.893426971,3
Colorado,Lincoln,1004,17.61,565,9.91,3,5.262234696,38.9880921,-103.51395,14.78317059,30.3,9.533020171,9,17,100,2.211680244,5701,649,1,0.113839677,0.000175408,5,B,Cold,1,0,0,0,0,0,0,0,2.306738762,-0.931546885,2
Colorado,Logan,4056,18.1,2004,8.94,4,1.784997099,40.7246795,-103.11013,15.53359731,38,10.52808611,11.1,16.3,29.1558413,12.18809348,22409,2690,43,0.120041055,0.001918872,5,B,Cold,1,0,0,0,0,0,0,0,2.545223422,1.184823486,1
Colorado,Mesa,30368,19.69,9349,6.06,35,2.26963232,39.0183032,-108.46644,15.63545097,23.5,9.541431885,8.2,16.3,12.67626753,46.3240935,154210,7113,86,0.046125413,0.000557681,5,B,Cold,1,0,0,0,0,0,0,0,-0.29732989,-0.467509901,3
Colorado,Mineral,258,33.55,23,2.99,0,0,37.6689483,-106.92413,12.74782424,21.1,9.925093633,6,8.2,100,0.878094392,769,37,1,0.048114434,0.00130039,7,B,Very_Cold,0,0,0,0,0,0,0,1,-0.220838664,0.434055797,2
Colorado,Moffat,2116,15.93,738,5.56,4,3.011367914,40.6183915,-108.20744,14.58158732,26.3,9.925738091,8.2,11.1,27.35773831,2.800405647,13283,403,15,0.030339532,0.001129263,6,B,Cold,1,0,0,0,0,0,0,0,-0.904403159,0.226326578,3
Colorado,Montezuma,6004,22.93,4688,17.9,4,1.527708819,37.3385685,-108.59659,15.90556841,27.7,13.79889372,12.4,18.7,67.18229881,12.90261911,26183,913,11,0.034869954,0.00042012,5,B,Cold,1,0,0,0,0,0,0,0,-0.730177976,-0.634493763,3
Colorado,Montrose,10302,24.09,2417,5.65,8,1.870994902,38.4022261,-108.26926,15.43118127,20.9,12.20348581,7.7,18,44.9898246,19.08034217,42758,1470,21,0.034379531,0.000491136,5,B,Cold,1,0,0,0,0,0,0,0,-0.749038017,-0.548287994,3
Colorado,Morgan,4529,15.58,2576,8.86,10,3.440209165,40.2626425,-103.80975,14.18606701,34.9,12.35154394,10.2,10.7,32.54732057,22.70077887,29068,1848,62,0.063575065,0.00213293,5,B,Cold,1,0,0,0,0,0,0,0,0.373726533,1.444665715,1
Colorado,Otero,3780,20.68,1780,9.74,5,2.735529051,37.9025833,-103.71649,16.20947301,35.1,10.82291075,11.5,23.1,34.40603261,14.4838109,18278,1159,16,0.063409563,0.000875369,4,B,Mixed_Dry,0,0,0,0,1,0,0,0,0.36736187,-0.081871943,2
Colorado,Ouray,1350,27.26,198,4,0,0,38.1554739,-107.76928,12.61668833,21.9,8.682126697,6.9,9.2,100,9.143401635,4952,135,2,0.027261712,0.000403877,6,B,Cold,1,0,0,0,0,0,0,0,-1.022766002,-0.654210588,3
Colorado,Park,4070,21.6,1049,5.57,0,0,39.1193262,-105.71712,12.85332438,23.4,8.741795839,4.3,6.3,100,8.589736845,18845,290,4,0.015388697,0.000212258,7,B,Very_Cold,0,0,0,0,0,0,0,1,-1.479363251,-0.886815021,3
Colorado,Phillips,993,23.28,166,3.89,7,16.4126612,40.5939795,-102.35761,12.29095581,31.4,13.2402065,12.4,11.9,100,6.199780547,4265,202,3,0.047362251,0.0007034,5,B,Cold,1,0,0,0,0,0,0,0,-0.249765174,-0.29062372,3
Colorado,Pitkin,3606,20.3,965,5.43,4,2.25136489,39.2170929,-106.91661,12.26677279,14.2,12.25104373,1.9,8.6,44.20340565,18.30326852,17767,636,3,0.035796702,0.000168852,7,B,Very_Cold,0,0,0,0,0,0,0,1,-0.694538287,-0.939504476,3
Colorado,Prowers,2201,18.08,714,5.87,4,3.286230693,37.9552017,-102.39337,15.03808108,33.8,14.10350235,12.4,20.6,37.88542746,7.429227772,12172,831,16,0.068271443,0.001314492,5,B,Cold,1,0,0,0,0,0,0,0,0.554333811,0.451174243,2
Colorado,Pueblo,31933,18.96,16856,10.01,17,1.009357336,38.1735152,-104.51272,16.42811738,29.4,8.431233889,9.5,20.2,14.1535115,70.58630893,168424,10946,204,0.064990738,0.001211229,5,B,Cold,1,0,0,0,0,0,0,0,0.42816865,0.325823935,2
Colorado,Rio Blanco,1034,16.35,398,6.29,6,9.487666034,39.9798602,-108.21706,14.13355776,25.9,9.173426033,3.9,12.4,100,1.963384246,6324,207,2,0.032732448,0.000316256,6,B,Cold,1,0,0,0,0,0,0,0,-0.81237945,-0.760573516,3
Colorado,Rio Grande,2351,20.87,907,8.05,3,2.662643117,37.5825255,-106.38324,14.19338155,27.5,13.60973411,7.9,19.2,62.53546987,12.35476311,11267,282,5,0.025028845,0.000443774,7,B,Very_Cold,0,0,0,0,0,0,0,1,-1.108634754,-0.60578054,3
Colorado,Routt,4264,16.63,1098,4.28,4,1.560184102,40.48515,-106.99126,14.35470545,15.6,8.461574442,3.2,10.2,45.1784423,10.85427492,25638,823,16,0.032100788,0.000624074,7,B,Very_Cold,0,0,0,0,0,0,0,1,-0.83667102,-0.386916763,3
Colorado,Saguache,1674,24.53,601,8.81,0,0,38.0805336,-106.28152,17.56015488,29,16.94881498,13.9,22.6,100,2.153656659,6824,235,4,0.03443728,0.000586166,6,B,Cold,1,0,0,0,0,0,0,0,-0.746817184,-0.432931827,3
Colorado,San Juan,188,25.82,39,5.36,0,0,37.7640345,-107.67617,16.01989225,24.8,8.576642336,4.3,3.8,100,1.878635185,728,26,0,0.035714286,0,7,B,Very_Cold,0,0,0,0,0,0,0,1,-0.697707737,-1.144472364,3
Colorado,San Miguel,1265,15.47,410,5.01,0,0,38.0038111,-108.40586,14.37494483,18.8,11.81964103,1.8,11.9,100,6.356443179,8179,269,0,0.032889106,0,6,B,Cold,1,0,0,0,0,0,0,0,-0.80635488,-1.144472364,3
Colorado,Sedgwick,610,27.14,144,6.41,2,8.896797153,40.8759229,-102.35183,13.85822997,26.9,12.10710128,11.3,14.7,100,4.10188615,2248,116,2,0.051601423,0.00088968,5,B,Cold,1,0,0,0,0,0,0,0,-0.086740489,-0.064500695,2
Colorado,Summit,4433,14.29,1658,5.35,8,2.579729773,39.6341866,-106.11638,13.71253802,15.9,11.0537229,3.2,12.1,19.51846824,50.9766145,31011,1776,5,0.057270001,0.000161233,7,B,Very_Cold,0,0,0,0,0,0,0,1,0.131254422,-0.9487534,3
Colorado,Teller,5888,23.19,1570,6.18,3,1.181660627,38.8821576,-105.16179,12.29438244,21,8.180645161,6.5,7.5,62.60385439,45.5764088,25388,784,5,0.030880731,0.000196943,5,B,Cold,1,0,0,0,0,0,0,0,-0.883590407,-0.905405057,3
Colorado,Washington,1048,21.35,209,4.26,0,0,39.9710227,-103.20126,13.53943021,31.8,9.61281709,13.3,11.7,100,1.949102033,4908,299,9,0.060920945,0.001833741,5,B,Cold,1,0,0,0,0,0,0,0,0.271657778,1.081483912,2
Colorado,Weld,40351,12.44,24581,7.58,33,1.016974224,40.5548621,-104.39246,13.74836378,29,9.399373603,7.1,12.6,20.46000198,81.38412154,324492,16745,227,0.051603738,0.000699555,5,B,Cold,1,0,0,0,0,0,0,0,-0.086651499,-0.295290839,3
Colorado,Yuma,1872,18.68,346,3.45,6,5.988621619,40.0029432,-102.42426,14.27780915,27.8,13.41964397,9.3,14.6,64.9108832,4.237443471,10019,406,3,0.040523006,0.000299431,5,B,Cold,1,0,0,0,0,0,0,0,-0.512780105,-0.780996521,3
Connecticut,Fairfield,153951,16.32,204153,21.64,173,1.833924854,41.2711021,-73.389179,10.15789601,21.3,8.896320055,7.4,8.8,4.584060932,1509.404659,943332,45509,1581,0.048242824,0.001675974,5,A,Cold,1,0,0,0,0,0,0,0,-0.215901203,0.889972746,2
Connecticut,Hartford,155502,17.44,224861,25.22,476,5.337998475,41.8064096,-72.732876,11.35624802,26.2,5.438486204,9.9,11.6,5.408640133,1213.005634,891720,35245,1674,0.039524739,0.001877271,5,A,Cold,1,0,0,0,0,0,0,0,-0.551170204,1.134324538,2
Connecticut,Litchfield,39654,21.99,12152,6.74,21,1.164512319,41.792488,-73.245333,12.06314117,27.7,5.125721994,9.1,6.9,41.44855655,195.9098701,180333,5710,186,0.031663644,0.001031425,5,A,Cold,1,0,0,0,0,0,0,0,-0.853482123,0.107562466,3
Connecticut,Middlesex,34075,20.98,18359,11.3,40,2.462508311,41.4631947,-72.535145,11.31644061,25.5,4.090509427,7.2,7,24.54006615,439.8444948,162436,4620,215,0.028441971,0.001323598,5,A,Cold,1,0,0,0,0,0,0,0,-0.977377126,0.462227835,3
Connecticut,New Haven,152623,17.86,194062,22.7,201,2.351545527,41.4104646,-72.932167,12.84395197,28.1,5.689899194,9.8,12.8,3.639981124,1413.98664,854757,36354,1351,0.042531386,0.001580566,5,A,Cold,1,0,0,0,0,0,0,0,-0.435544399,0.774158193,2
Connecticut,New London,49835,18.79,43603,16.44,25,0.942663439,41.4866224,-72.101475,12.35083973,29.6,5.006680592,8.8,9.9,25.80832315,398.7208187,265206,7485,190,0.028223343,0.000716424,5,A,Cold,1,0,0,0,0,0,0,0,-0.985784828,-0.274813496,3
Connecticut,Tolland,24571,16.3,17163,11.39,16,1.061564082,41.8550516,-72.336497,10.54348999,24.9,3.741395316,8.2,6.8,38.2078839,367.3230296,150721,3667,89,0.024329722,0.000590495,5,A,Cold,1,0,0,0,0,0,0,0,-1.135520752,-0.427677452,3
Connecticut,Windham,20033,17.15,9393,8.04,14,1.198814886,41.8300291,-71.987453,14.35695184,30.3,5.604026132,11.1,11.2,49.76103624,227.7000961,116782,3366,40,0.028822935,0.000342519,5,A,Cold,1,0,0,0,0,0,0,0,-0.962726498,-0.728693166,3
Delaware,Kent,31623,17.49,62112,34.36,29,1.604106513,39.0861734,-75.568423,16.8237595,35.4,6.407516066,13.1,13.2,26.96937958,308.3392539,180786,6536,139,0.036153242,0.000768865,4,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.680826919,-0.211156434,3
Delaware,New Castle,89961,16.1,197741,35.39,183,3.275150201,39.5767579,-75.652964,15.24255813,28.7,5.595840506,10.5,11.4,4.602407893,1310.647947,558753,24705,398,0.044214528,0.0007123,4,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.37081629,-0.279819313,3
Delaware,Sussex,67322,28.74,39836,17.01,52,2.220087523,38.6605602,-75.39004,16.08500117,32.9,7.154550304,12.9,12.9,41.30360902,250.2157571,234225,11702,269,0.049960508,0.001148468,4,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.149844719,0.249639767,2
District of Columbia,District of Columbia,87343,12.38,381168,54.01,407,5.766922801,38.9047417,-77.016296,15.96559215,23.5,4.300578075,8.1,17.9,0,11542.21174,705749,24098,708,0.034145284,0.00100319,4,A,Mixed_Humid,0,0,0,0,0,1,0,0,-0.758046403,0.073287512,3
Florida,Alachua,39272,14.6,81085,30.14,230,8.548819334,29.6747572,-82.357728,16.38085209,26.7,11.86566958,8.8,24.2,21.19343727,307.4589648,269043,13782,106,0.051226012,0.000393989,2,A,Hot_Humid,0,0,1,0,0,0,0,0,-0.101177577,-0.666213704,3
